No.,カテゴリ,区分,判定,対象ワード,説明,代替案,危険度,補足説明・例文
346,薬機法,,RISK,成長,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
347,薬機法,,RISK,増強／増進,薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,
348,薬機法,,RISK,即効性,医薬品等適正広告基準では、原則として即効性、持続性などについての表現は認められていません。 こうした持続効果を保証する内容は、たとえ事実として存在するクチコミでもNGとなります。,,80,
349,薬機法,,RISK,体温,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
350,薬機法,,RISK,高める,組み合わせる単語によっては薬機法から逸脱する危険があります。薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。,,80,
351,薬機法,,RISK,血の巡り／血のめぐり,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,身体のめぐり,80,
352,薬機法,,RISK,鎮静／鎮痛／鎮める,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
353,薬機法,,RISK,デリケート,「デリケートゾーンでお悩みの方へ」といった訴求の仕方は医薬品的な訴求となりますので、NGとなります。 「デリケートな部位にワセリンを」等の物理的にケアできる範囲であれば訴求可能です。,,80,"デリケートゾーンへの効果効能の訴求は不可。OK例：個室で対応しているため、デリケートなお話もご相談いただけます"
354,薬機法,,RISK,透明感,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
355,薬機法,,RISK,トラブル,"曖昧な表現となりますので、「トラブル」の内容が明記されているか確認してください。医薬品的訴求となる場合は違反広告となります。肌や髪の良くない状態を記載することで、暗示的に改善・治療効果を訴求することになりますので、基本的にはNGです。  NG例：肌トラブルでしんどい...→近辺に商品画像を掲載（商品がトラブルを改善できることを暗示するため）",,80,
356,薬機法,,RISK,取り戻し／取り戻す／取り戻せ／取り戻そう,薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,サポート,80,"身体への直接的な効果効能の訴求は不可。NG例：（身体の）本来の力/機能を取り戻すOK例：健康的な身体で快適な日常を取り戻す（ことをサポート）"
357,薬機法,,RISK,妊娠,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
358,薬機法,,RISK,能力,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
359,薬機法,,RISK,発育,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
360,薬機法,,RISK,発達,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
361,薬機法,,RISK,引き出し／引き出す,"身体機能と結びついた際はNGとなります。製品の性能を高めるような記載は事実であれば記載可能です。事実確認をお願いします。 NG例：肌本来の力を引き出し〜 リスク例：〇〇配合により肌の洗浄力を引き出しました（事実確認が必要）",サポート、際立たせる、活かす、輝かせる、引き立てる,80,OK例：ヒアリングで本音を引き出す
362,薬機法,,事実確認,ビタミン,「ビタミン」については具体的な成分名が付記されているか確認してください。,,80,
363,薬機法,,RISK,復元,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
364,薬機法,,RISK,プロテクト,何からプロテクトするのかによってOK・NGが変わる表現となります。薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,
365,薬機法,,RISK,保水力,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
366,薬機法,,RISK,守る,何から守るのかによってOK・NGが変わる表現となります。薬機法では、治療や身体機能に影響を与えるような訴求は不可となりますので、チェック箇所を確認してください。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,,80,"具体的な身体組織・機能に対する表現は不可。NG例：正常な消化機能の働きを守る、内臓（身体組織の名称など）を守るOK例：健康を守る、穏やかな生活を守るため"
367,薬機法,,RISK,目覚め,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
368,薬機法,,RISK,滅菌,薬機法上NGとなる効果効能です。成分そのものの説明をする際は用いる事ができますが、商品全体として効果があると誤認されやすいので、注意が必要です。,,80,
369,薬機法,,RISK,痩せる／やせる,化粧品では身体の構造を変化させる意味合いとなりますのでNGとなります。サプリで訴求する場合は、サプリだけで痩せると誤認される恐れがありますので注意して下さい。,「運動と併用することで」「食事制限と併用することで」,80,
370,薬機法,,RISK,和らげる／やわらげる,薬機法では、治療や身体機能に影響を与えるような訴求は不可となります。優良誤認に該当し誇大広告になる可能性もありますので注意してください。,穏やかにする,80,"商品・施術による直接的な効果効能の訴求でなければ可。OK例：緊張をやわらげる雰囲気づくり"
371,薬機法,,RISK,有効性,身体機能や身体の特定部位に対して効果を訴求することはできないので、十分注意してください。,,80,
372,薬機法,,RISK,良くな,「悩みや症状を改善する」といった文脈で使用した場合はNGとなります。文脈を確認してください。,,80,
373,薬機法,健康食品,NG,赤み,肌への訴求は健康食品ではNGとなります。,,70,
374,薬機法,健康食品,RISK,医師監修,「医師監修」は優良誤認につながるため利用できません。,,70,
375,薬機法,健康食品,RISK,内側から,「内側から美しくなる」といった訴求は肌への効果を想起させるためNGです。,,70,"外からのアプローチで内側にまで効果を発揮するような表現は不可、食事管理などは可。NG：内側からハリのある肌へ、漢方によって内側から温めるOK例：栄養バランスの取れた食事で内側から整える、食事管理で内側からアプローチ"
376,薬機法,健康食品,RISK,隠す,「しわを隠す」などといった文脈の場合、使用できるのはメイク商品に限られます。健康食品では訴求できませんので、チェック箇所を確認してください。,,70,
377,薬機法,健康食品,RISK,変わる,状態の変化を表す表現で、効果効能の保証にあたるので使用不可です。,,70,
378,薬機法,健康食品,RISK,きれいになる,"身体構造を変化させる文脈の場合、健康食品では実現できない内容ですので、削除をお願いします。 NG例：腸が綺麗になる。肌が綺麗になる。",,70,
379,薬機法,健康食品,RISK,ケア,曖昧な表現となりますので、どの症状にどの範囲で「ケアする」のか明記されているか確認してください。効果の内容が健康食品で対応可能な範囲から逸脱している場合は違反広告となります。,,70,
380,薬機法,健康食品,代替案アリ,血行促進,薬機法（旧薬事法）上、効能効果の範囲を超えているため商品の訴求として使用ＮＧです。,カラダのめぐりをサポート,70,
381,薬機法,健康食品,事実確認,健康づくり,事実であれば記載できます。,,70,
382,薬機法,健康食品,RISK,厚生労働省,薬機法（旧薬事法）上、商品による効能効果の訴求として使用ＮＧです。,,70,
383,薬機法,健康食品,RISK,根本,"右記のような場合はNGとなります。 ・「疲労の根本(こんぽん)から改善」といった表現は医薬品的訴求となりますのでNGです。 ・「髪の根本(ねもと)へ」などの体の特定部位への訴求は、健康食品ではNGです。※根治を想起させるため、使用は望ましくないが、やむを得ず使用する場合は、多用せず「改善を目指す」などの直接的な表現や目立つ執筆は避けるようにする。",,70,"NG例：痛みの根本を取り除く、不具合の根本から対処する、根本から/根本的に改善する。OK例：原因の根本を見極める、根本にアプローチ、根本理由を探る、根本からサポート、（根本からの改善を目指す/図る）"
384,薬機法,健康食品,NG,作用,医薬品的な表現にあたり、効果効能の保証にあたるので使用不可です。,,70,
385,薬機法,健康食品,RISK,だるい,特定部位を表す表現、症状の表現、ケアや改善をイメージさせるため使用NGです。,,70,
386,薬機法,健康食品,RISK,弾力,"肌への訴求を想起させますので、使用NGとなります。食感に関する記載であれば使用可能です。  NG例：弾力のある肌へ OK例：弾力のある食感！",,70,
387,薬機法,医薬部外品,RISK,溶け込み／溶け込む,「浸透」について訴求する場合は注釈で「角質層まで」といった表記があるか確認してください。,,70,
388,薬機法,健康食品,RISK,にくくする,「～にくくする」の表現は効果効能の保証にあたるので使用不可です。,,70,
389,薬機法,健康食品,代替案アリ,妊活,「妊娠率を向上させる」ことをを暗示的又は間接的に表現するため、名称又はキャッチフレーズでの利用はNGです。,新婚期サポート,70,
390,薬機法,健康食品,RISK,排出,"効果効能の範囲を超えています。医薬品に使う文言です。 NG例：「カラダに溜まった不要なものを排出」",,70,
391,薬機法,健康食品,RISK,生える,育毛剤であろうとも、効果効能で「生える」は言えません。育毛、発毛まで。,,70,
392,薬機法,健康食品,NG,発汗作用,健康食品では発汗作用に対して訴求することはできませんので、NGとなります。,,70,
393,薬機法,健康食品,NG,吹き出物,肌への訴求を想起させるため、健康食品では使用NGです。,,70,
394,薬機法,健康食品,NG,ブライトニング,健康食品では、肌への訴求はできませんのでNGとなります。,,70,
395,薬機法,健康食品,NG,保湿,肌への訴求を想起させるため、化粧品ではNGです。,,70,
396,薬機法,健康食品,RISK,保湿効果,効能効果を想起させるため使用できません。 「保湿」のみや「保湿パワーが期待できる」「うるおいを与える」「うるおいサポート」であれば利用可能な場合があります。,,70,
397,薬機法,健康食品,NG,保湿成分,肌への訴求は健康食品では使用NGです。,,70,
398,薬機法,健康食品,代替案アリ,燃える,「脂肪が燃える」のように表現すると効果効能の保証にあたるので使用不可です。,,70,
399,薬機法,健康食品,代替案アリ,痩せた,エビデンスがある必要があります　臨床結果があればOK（根拠がなければNGです） また、〇日で〇kg痩せたといった標ぼうの場合は、下記のような注釈が必要です。（調査概要等） ※（臨床実験内容） N=〇人、調査期間＝〇年〇月、調査期間 ※個人差があり効果を保証するものではございません,見た目がスッキリした,70,
400,薬機法,健康食品,代替案アリ,痩せやすい,痩身効果を謳う場合、サプリ単体で効果を訴求していないか確認してください。,満腹感が期待できる,70,
401,薬機法,健康食品,RISK,有効,効果効能の保証表現となっていないか確認して下さい。,,70,
402,薬機法,ペットフード,NG,老化防止,動物の疾病の治療に使用されることが目的と判断される表示に該当します。修正をお願いします。,,70,
403,薬機法,健康食品,NG,若々し,肌や身体の表面への訴求を想起させますので、健康食品ではNGとなります。,,70,「肌が実際に若返る」というような物理的な変化を示す表現は不可。
